municipio,IDHM,IDHM Renda,IDHM Longevidade,IDHM Educacao
Ipeúna (SP),"0,753","0,737","0,845","0,685"
Palmeira D'Oeste (SP),"0,753","0,720","0,829","0,714"
Salvador das Missões (RS),"0,753","0,710","0,851","0,706"
Monte Azul Paulista (SP),"0,753","0,733","0,843","0,690"
Congonhas (MG),"0,753","0,732","0,877","0,665"
Tarumã (SP),"0,753","0,738","0,852","0,680"
Santo Anastácio (SP),"0,753","0,725","0,854","0,689"
Magda (SP),"0,753","0,724","0,823","0,717"
Três Fronteiras (SP),"0,753","0,710","0,829","0,726"
Nilópolis (RJ),"0,753","0,731","0,817","0,716"
Mangaratiba (RJ),"0,753","0,746","0,845","0,676"
Novo Horizonte (SP),"0,753","0,741","0,865","0,665"
Estação (RS),"0,753","0,752","0,843","0,674"
Guaíra (SP),"0,753","0,759","0,824","0,683"
Ajuricaba (RS),"0,753","0,763","0,850","0,658"
Garopaba (SC),"0,753","0,737","0,868","0,668"
Forquilhinha (SC),"0,753","0,754","0,861","0,657"
João Neiva (ES),"0,753","0,751","0,857","0,663"
Nicolau Vergueiro (RS),"0,753","0,772","0,839","0,660"
Aracruz (ES),"0,752","0,717","0,838","0,707"
Enéas Marques (PR),"0,752","0,767","0,835","0,664"
Laguna (SC),"0,752","0,715","0,871","0,682"
Marapoama (SP),"0,752","0,736","0,852","0,679"
Araguaína (TO),"0,752","0,727","0,821","0,712"
Monte Belo do Sul (RS),"0,752","0,752","0,852","0,663"
Tatuí (SP),"0,752","0,734","0,842","0,688"
Três Marias (MG),"0,752","0,706","0,866","0,695"
Tunápolis (SC),"0,752","0,728","0,830","0,704"
Severiano de Almeida (RS),"0,752","0,738","0,861","0,670"
Itumbiara (GO),"0,752","0,744","0,838","0,682"
Primavera do Leste (MT),"0,752","0,774","0,843","0,653"
Westfalia (RS),"0,752","0,796","0,849","0,630"
Pranchita (PR),"0,752","0,743","0,821","0,696"
Xaxim (SC),"0,752","0,737","0,871","0,662"
Boa Vista (RR),"0,752","0,737","0,816","0,708"
Lucélia (SP),"0,752","0,728","0,841","0,695"
Capinzal (SC),"0,752","0,742","0,869","0,659"
Mandaguari (PR),"0,751","0,732","0,840","0,689"
Guaxupé (MG),"0,751","0,729","0,880","0,659"
Nhandeara (SP),"0,751","0,755","0,835","0,672"
Cataguases (MG),"0,751","0,718","0,861","0,685"
Pinhais (PR),"0,751","0,761","0,836","0,666"
Foz do Iguaçu (PR),"0,751","0,748","0,858","0,661"
Cambuí (MG),"0,751","0,722","0,872","0,674"
Teresina (PI),"0,751","0,731","0,820","0,707"
Indiaporã (SP),"0,751","0,714","0,835","0,710"
Guarujá (SP),"0,751","0,729","0,854","0,679"
Porto Ferreira (SP),"0,751","0,736","0,827","0,696"
Rancharia (SP),"0,751","0,720","0,861","0,683"
Guaraciaba (SC),"0,751","0,754","0,871","0,646"
Guaramirim (SC),"0,751","0,748","0,885","0,641"
Sales (SP),"0,751","0,708","0,859","0,697"
Osório (RS),"0,751","0,769","0,853","0,646"
Ubatuba (SP),"0,751","0,741","0,841","0,679"
Turiúba (SP),"0,751","0,713","0,824","0,721"
Américo Brasiliense (SP),"0,751","0,709","0,852","0,701"
Sertão (RS),"0,751","0,746","0,837","0,678"
Bastos (SP),"0,751","0,696","0,848","0,718"
Planalto Alegre (SC),"0,751","0,731","0,881","0,659"
Tapiratiba (SP),"0,751","0,703","0,870","0,692"
Catiguá (SP),"0,751","0,734","0,852","0,676"
Mirandópolis (SP),"0,751","0,732","0,869","0,665"
Paranaguá (PR),"0,750","0,733","0,852","0,676"
Canoas (RS),"0,750","0,768","0,864","0,636"
Cruz Alta (RS),"0,750","0,754","0,858","0,653"
Presidente Epitácio (SP),"0,750","0,714","0,845","0,700"
Bariri (SP),"0,750","0,736","0,867","0,662"
Bom Despacho (MG),"0,750","0,742","0,861","0,661"
Campo Verde (MT),"0,750","0,755","0,834","0,670"
Água Santa (RS),"0,750","0,840","0,850","0,590"
Capivari (SP),"0,750","0,744","0,848","0,669"
São João do Pau D'Alho (SP),"0,750","0,714","0,854","0,692"
Feliz (RS),"0,750","0,758","0,847","0,658"
União Paulista (SP),"0,749","0,697","0,863","0,699"
Campos do Jordão (SP),"0,749","0,761","0,852","0,648"
Embu-Guaçu (SP),"0,749","0,713","0,834","0,708"
Oscar Bressane (SP),"0,749","0,713","0,823","0,715"
Betim (MG),"0,749","0,709","0,864","0,687"
Laurentino (SC),"0,749","0,742","0,855","0,662"
Linha Nova (RS),"0,749","0,751","0,846","0,662"
Arcos (MG),"0,749","0,717","0,874","0,671"
São Lourenço do Oeste (SC),"0,749","0,748","0,807","0,695"
Terra Roxa (SP),"0,749","0,732","0,838","0,684"
Antônio Carlos (SC),"0,749","0,768","0,890","0,615"
Ipuã (SP),"0,749","0,759","0,848","0,654"
Pareci Novo (RS),"0,749","0,738","0,852","0,668"
Peruíbe (SP),"0,749","0,730","0,854","0,675"
Rio Grande da Serra (SP),"0,749","0,684","0,823","0,745"
Paraíso (SP),"0,749","0,751","0,837","0,668"
Carapicuíba (SP),"0,749","0,721","0,842","0,693"
Harmonia (RS),"0,749","0,748","0,841","0,668"
Pirajuí (SP),"0,749","0,734","0,853","0,672"
Xavantina (SC),"0,749","0,772","0,861","0,632"
Artur Nogueira (SP),"0,749","0,745","0,827","0,681"
São João de Iracema (SP),"0,748","0,682","0,833","0,738"
Duartina (SP),"0,748","0,716","0,837","0,698"
Tanabi (SP),"0,748","0,735","0,829","0,687"
Ituporanga (SC),"0,748","0,749","0,876","0,638"
Barra do Garças (MT),"0,748","0,738","0,817","0,693"
Mondaí (SC),"0,748","0,728","0,875","0,657"
Canela (RS),"0,748","0,738","0,849","0,667"
Nova Trento (SC),"0,748","0,749","0,891","0,628"
São João do Polêsine (RS),"0,748","0,748","0,847","0,661"
Miraselva (PR),"0,748","0,694","0,854","0,707"
Apucarana (PR),"0,748","0,741","0,845","0,668"
Cafelândia (PR),"0,748","0,723","0,835","0,692"
Cabedelo (PB),"0,748","0,782","0,822","0,651"
Arapongas (PR),"0,748","0,751","0,834","0,669"
Barão (RS),"0,748","0,767","0,836","0,652"
Taquaritinga (SP),"0,748","0,727","0,827","0,696"
Sananduva (RS),"0,747","0,764","0,843","0,647"
Novo Hamburgo (RS),"0,747","0,778","0,852","0,629"
Tucunduva (RS),"0,747","0,748","0,816","0,682"
Pato Bragado (PR),"0,747","0,745","0,807","0,694"
Condor (RS),"0,747","0,735","0,852","0,666"
Astorga (PR),"0,747","0,754","0,818","0,675"
Floreal (SP),"0,747","0,710","0,808","0,726"
Dourados (MS),"0,747","0,753","0,843","0,657"
Ibitinga (SP),"0,747","0,738","0,846","0,667"
General Salgado (SP),"0,747","0,734","0,808","0,702"
Cândido Mota (SP),"0,747","0,701","0,845","0,704"
São José do Inhacorá (RS),"0,747","0,723","0,822","0,702"
Sud Mennucci (SP),"0,747","0,743","0,809","0,694"
Jandaia do Sul (PR),"0,747","0,741","0,801","0,703"
Confins (MG),"0,747","0,706","0,830","0,711"
Potirendaba (SP),"0,747","0,737","0,857","0,661"
Iturama (MG),"0,747","0,730","0,848","0,674"
Cordilheira Alta (SC),"0,747","0,735","0,855","0,662"
Ouvidor (GO),"0,747","0,721","0,830","0,697"
Nova Aurora (GO),"0,747","0,703","0,849","0,697"
Brumadinho (MG),"0,747","0,761","0,857","0,639"
Nova Bassano (RS),"0,747","0,778","0,849","0,632"
Governador Celso Ramos (SC),"0,747","0,737","0,870","0,651"
Ribeirão do Sul (SP),"0,747","0,753","0,818","0,676"
Tapera (RS),"0,747","0,743","0,835","0,672"
Charqueadas (RS),"0,747","0,726","0,870","0,659"
Alto Alegre (RS),"0,747","0,756","0,859","0,642"
Teutônia (RS),"0,747","0,751","0,855","0,650"
Elisiário (SP),"0,747","0,711","0,825","0,712"
Balneário Arroio do Silva (SC),"0,746","0,753","0,858","0,642"
Paraíso do Norte (PR),"0,746","0,752","0,825","0,668"
Santa Tereza (RS),"0,746","0,765","0,853","0,637"
Nuporanga (SP),"0,746","0,730","0,866","0,656"
Valparaíso de Goiás (GO),"0,746","0,733","0,815","0,695"
Mato Leitão (RS),"0,746","0,721","0,853","0,676"
Doutor Camargo (PR),"0,746","0,704","0,839","0,702"
Getúlio Vargas (RS),"0,746","0,747","0,843","0,658"
Urânia (SP),"0,746","0,727","0,804","0,709"
Coqueiros do Sul (RS),"0,746","0,806","0,840","0,614"
Muçum (RS),"0,746","0,757","0,840","0,654"
Itambé (PR),"0,746","0,691","0,854","0,703"
Borá (SP),"0,746","0,712","0,863","0,675"
Cachoeiro de Itapemirim (ES),"0,746","0,733","0,837","0,677"
Belém (PA),"0,746","0,751","0,822","0,673"
Colatina (ES),"0,746","0,738","0,841","0,668"
Bady Bassitt (SP),"0,746","0,737","0,805","0,701"
Palmital (SP),"0,746","0,727","0,814","0,702"
Bom Princípio (RS),"0,746","0,751","0,836","0,661"
Capitão (RS),"0,746","0,747","0,842","0,661"
Miguel Pereira (RJ),"0,745","0,740","0,828","0,675"
Campo Largo (PR),"0,745","0,730","0,854","0,664"
Águas Frias (SC),"0,745","0,728","0,860","0,661"
Itanhaém (SP),"0,745","0,716","0,823","0,701"
Campo Bom (RS),"0,745","0,755","0,852","0,643"
Bozano (RS),"0,745","0,773","0,853","0,628"
Iacanga (SP),"0,745","0,721","0,851","0,675"
Rafard (SP),"0,745","0,722","0,823","0,696"
Floraí (PR),"0,745","0,739","0,853","0,656"
Echaporã (SP),"0,745","0,719","0,834","0,690"
Urupês (SP),"0,745","0,741","0,817","0,683"
Nova Friburgo (RJ),"0,745","0,758","0,846","0,645"
Petrópolis (RJ),"0,745","0,763","0,847","0,639"
Águas de Lindóia (SP),"0,745","0,725","0,846","0,675"
Agudos (SP),"0,745","0,705","0,845","0,694"
Américo de Campos (SP),"0,745","0,715","0,817","0,708"
Mairipotaba (GO),"0,745","0,748","0,854","0,648"
Três Ranchos (GO),"0,745","0,724","0,849","0,672"
Junqueirópolis (SP),"0,745","0,727","0,860","0,662"
Nova Palma (RS),"0,744","0,762","0,841","0,643"
Torrinha (SP),"0,744","0,734","0,852","0,658"
Uruguaiana (RS),"0,744","0,722","0,863","0,661"
Três Corações (MG),"0,744","0,730","0,855","0,660"
Campos de Júlio (MT),"0,744","0,800","0,825","0,625"
Dumont (SP),"0,744","0,720","0,849","0,674"
Sorriso (MT),"0,744","0,774","0,839","0,635"
Itápolis (SP),"0,744","0,738","0,836","0,667"
Pires do Rio (GO),"0,744","0,719","0,880","0,650"
Coronel Freitas (SC),"0,744","0,732","0,860","0,653"
Bento de Abreu (SP),"0,744","0,706","0,820","0,712"
Leme (SP),"0,744","0,729","0,851","0,665"
Formosa (GO),"0,744","0,726","0,852","0,666"
Perdões (MG),"0,744","0,710","0,878","0,661"
Barra do Jacaré (PR),"0,744","0,678","0,813","0,747"
Paracatu (MG),"0,744","0,704","0,854","0,685"
Santa Helena (PR),"0,744","0,738","0,823","0,678"
Coronel Barros (RS),"0,744","0,793","0,852","0,610"
Salete (SC),"0,744","0,737","0,803","0,695"
Poço das Antas (RS),"0,744","0,742","0,877","0,634"
Bicas (MG),"0,744","0,726","0,850","0,667"
São Manuel (SP),"0,744","0,735","0,805","0,695"
Mendonça (SP),"0,744","0,720","0,863","0,663"
Vista Alegre do Alto (SP),"0,744","0,726","0,840","0,676"
Três Lagoas (MS),"0,744","0,752","0,849","0,645"
Lobato (PR),"0,744","0,708","0,841","0,692"
Arealva (SP),"0,744","0,718","0,840","0,683"
Rio Grande (RS),"0,744","0,752","0,861","0,637"
Santa Cruz da Esperança (SP),"0,743","0,719","0,832","0,686"
Nova Luzitânia (SP),"0,743","0,705","0,808","0,719"
Imigrante (RS),"0,743","0,764","0,844","0,635"
Jussara (GO),"0,743","0,768","0,842","0,635"
Dois Irmãos (RS),"0,743","0,763","0,848","0,633"
Sobradinho (RS),"0,743","0,735","0,861","0,647"
Augusto Pestana (RS),"0,743","0,779","0,847","0,621"
Macaubal (SP),"0,743","0,720","0,844","0,676"
Capão da Canoa (RS),"0,743","0,756","0,852","0,637"
Penha (SC),"0,743","0,739","0,867","0,640"
Descanso (SC),"0,743","0,741","0,854","0,647"
Promissão (SP),"0,743","0,724","0,850","0,666"
Mairinque (SP),"0,743","0,721","0,831","0,684"
Jacarezinho (PR),"0,743","0,734","0,844","0,663"
Caxambu (MG),"0,743","0,770","0,848","0,629"
Morro Reuter (RS),"0,743","0,733","0,858","0,653"
Guatapará (SP),"0,743","0,724","0,822","0,688"
Jaguariaíva (PR),"0,743","0,698","0,859","0,684"
Lindóia do Sul (SC),"0,743","0,747","0,865","0,636"
Mira Estrela (SP),"0,743","0,697","0,806","0,731"
Marema (SC),"0,743","0,748","0,862","0,636"
Matinhos (PR),"0,743","0,743","0,834","0,662"
São Jorge do Ivaí (PR),"0,743","0,727","0,810","0,696"
Iporá (GO),"0,743","0,731","0,840","0,667"
Pedranópolis (SP),"0,742","0,698","0,854","0,684"
Barro Alto (GO),"0,742","0,701","0,854","0,682"
Itapecerica da Serra (SP),"0,742","0,699","0,852","0,687"
Vila Flores (RS),"0,742","0,725","0,867","0,650"
Silveira Martins (RS),"0,742","0,744","0,852","0,644"
Cachoeira do Sul (RS),"0,742","0,739","0,854","0,648"
Vazante (MG),"0,742","0,707","0,866","0,666"
Lourdes (SP),"0,742","0,697","0,816","0,717"
Irani (SC),"0,742","0,715","0,847","0,675"
Bocaina (SP),"0,742","0,741","0,840","0,656"
Tio Hugo (RS),"0,742","0,709","0,845","0,682"
Lindóia (SP),"0,742","0,722","0,864","0,654"
Nova Ramada (RS),"0,742","0,752","0,847","0,642"
São Martinho (SC),"0,742","0,754","0,830","0,654"
Cafelândia (SP),"0,742","0,714","0,867","0,661"
Ascurra (SC),"0,742","0,739","0,868","0,636"
Chapadão do Céu (GO),"0,742","0,748","0,837","0,652"
Bom Sucesso do Sul (PR),"0,742","0,704","0,836","0,695"
Cunha Porã (SC),"0,742","0,744","0,804","0,682"
Mariana (MG),"0,742","0,705","0,874","0,664"
Dolcinópolis (SP),"0,742","0,699","0,825","0,709"
Quatro Barras (PR),"0,742","0,740","0,831","0,665"
Campos Novos (SC),"0,742","0,721","0,861","0,658"
Dona Emma (SC),"0,742","0,762","0,862","0,622"
Jumirim (SP),"0,741","0,721","0,863","0,655"
Nova Roma do Sul (RS),"0,741","0,794","0,851","0,602"
Anhumas (SP),"0,741","0,683","0,845","0,706"
Bambuí (MG),"0,741","0,735","0,870","0,636"
Santos Dumont (MG),"0,741","0,688","0,847","0,697"
Motuca (SP),"0,741","0,685","0,859","0,691"
Carneirinho (MG),"0,741","0,749","0,873","0,622"
Ouro Preto (MG),"0,741","0,721","0,834","0,677"
Içara (SC),"0,741","0,732","0,861","0,645"
Dirce Reis (SP),"0,741","0,686","0,842","0,704"
Cachoeira da Prata (MG),"0,741","0,689","0,834","0,707"
Agronômica (SC),"0,741","0,774","0,884","0,595"
João Ramalho (SP),"0,741","0,701","0,818","0,710"
Cotiporã (RS),"0,741","0,767","0,835","0,636"
Monte Castelo (SP),"0,741","0,706","0,814","0,709"
Guaraí (TO),"0,741","0,724","0,839","0,670"
Pejuçara (RS),"0,741","0,724","0,867","0,648"
Miguelópolis (SP),"0,741","0,712","0,863","0,661"
Alfredo Marcondes (SP),"0,741","0,682","0,840","0,710"
Teodoro Sampaio (SP),"0,741","0,699","0,856","0,679"
São Luiz Gonzaga (RS),"0,741","0,718","0,855","0,664"
Otacílio Costa (SC),"0,740","0,713","0,835","0,681"
Quirinópolis (GO),"0,740","0,732","0,863","0,642"
Brotas (SP),"0,740","0,724","0,815","0,688"
Aramina (SP),"0,740","0,723","0,856","0,656"
Lagoa Santa (GO),"0,740","0,733","0,868","0,638"
Tiradentes (MG),"0,740","0,741","0,885","0,619"
Ibirá (SP),"0,740","0,741","0,841","0,650"
Muzambinho (MG),"0,740","0,723","0,859","0,652"
Macedônia (SP),"0,740","0,705","0,852","0,675"
Porto Nacional (TO),"0,740","0,699","0,826","0,701"
Delfinópolis (MG),"0,740","0,702","0,872","0,661"
Rifaina (SP),"0,740","0,713","0,824","0,690"
Santópolis do Aguapeí (SP),"0,740","0,680","0,830","0,719"
Santa Clara do Sul (RS),"0,740","0,747","0,843","0,644"
Salvador do Sul (RS),"0,740","0,750","0,843","0,641"
Nova Alvorada (RS),"0,740","0,763","0,838","0,634"
Estiva Gerbi (SP),"0,740","0,716","0,815","0,695"
Araucária (PR),"0,740","0,743","0,852","0,639"
Chopinzinho (PR),"0,740","0,740","0,817","0,671"
Mercedes (PR),"0,740","0,708","0,843","0,680"
Sabáudia (PR),"0,740","0,710","0,843","0,676"
União da Vitória (PR),"0,740","0,713","0,837","0,680"
Benedito Novo (SC),"0,740","0,723","0,868","0,645"
Bagé (RS),"0,740","0,739","0,848","0,647"
Arroio do Sal (RS),"0,740","0,740","0,844","0,649"
Anta Gorda (RS),"0,740","0,742","0,868","0,630"
Almirante Tamandaré do Sul (RS),"0,740","0,732","0,828","0,669"
Alegrete (RS),"0,740","0,720","0,849","0,664"
Turvo (SC),"0,740","0,742","0,867","0,631"
São João Batista (SC),"0,740","0,739","0,865","0,634"
Estrela do Norte (SP),"0,740","0,693","0,818","0,714"
São Gonçalo (RJ),"0,739","0,711","0,833","0,681"
São Pedro da Serra (RS),"0,739","0,748","0,851","0,634"
Catuípe (RS),"0,739","0,763","0,842","0,627"
São Sebastião do Caí (RS),"0,739","0,734","0,852","0,646"
Carlos Gomes (RS),"0,739","0,732","0,886","0,622"
Taquaruçu do Sul (RS),"0,739","0,768","0,830","0,633"
Santo Augusto (RS),"0,739","0,753","0,840","0,637"
Ubiratã (PR),"0,739","0,706","0,854","0,669"
Biguaçu (SC),"0,739","0,733","0,836","0,659"
Guaiçara (SP),"0,739","0,697","0,853","0,679"
Edéia (GO),"0,739","0,755","0,826","0,648"
Serra (ES),"0,739","0,720","0,844","0,664"
São José da Barra (MG),"0,739","0,722","0,876","0,637"
Bom Retiro do Sul (RS),"0,739","0,725","0,857","0,649"
Santa Mercedes (SP),"0,739","0,683","0,847","0,699"
Pelotas (RS),"0,739","0,758","0,844","0,632"
Viradouro (SP),"0,739","0,717","0,823","0,683"
Pederneiras (SP),"0,739","0,738","0,812","0,673"
Itanhandu (MG),"0,739","0,720","0,871","0,643"
Ituiutaba (MG),"0,739","0,745","0,840","0,644"
Manduri (SP),"0,739","0,730","0,818","0,675"
Piracaia (SP),"0,739","0,758","0,851","0,625"
Ibiaçá (RS),"0,739","0,766","0,888","0,593"
Rolândia (PR),"0,739","0,744","0,821","0,661"
Santo Inácio (PR),"0,739","0,746","0,843","0,641"
Vista Alegre (RS),"0,739","0,760","0,842","0,631"
São Leopoldo (RS),"0,739","0,766","0,861","0,612"
Nova Granada (SP),"0,739","0,727","0,818","0,680"
Santa Ernestina (SP),"0,738","0,716","0,802","0,699"
Lagoa Vermelha (RS),"0,738","0,734","0,885","0,620"
Morro da Fumaça (SC),"0,738","0,732","0,825","0,665"
Santo Cristo (RS),"0,738","0,746","0,820","0,656"
Dourado (SP),"0,738","0,718","0,811","0,689"
Rio Negrinho (SC),"0,738","0,710","0,848","0,668"
Meleiro (SC),"0,738","0,734","0,808","0,679"
Santa Isabel (SP),"0,738","0,700","0,834","0,689"
São João do Itaperiú (SC),"0,738","0,714","0,873","0,645"
Cabreúva (SP),"0,738","0,717","0,828","0,678"
Valença (RJ),"0,738","0,713","0,848","0,666"
Ipumirim (SC),"0,738","0,747","0,853","0,631"
Ferraz de Vasconcelos (SP),"0,738","0,691","0,828","0,703"
Ilhota (SC),"0,738","0,750","0,883","0,607"
Barra Velha (SC),"0,738","0,735","0,857","0,639"
Campina das Missões (RS),"0,738","0,698","0,849","0,677"
Santa Terezinha de Itaipu (PR),"0,738","0,716","0,814","0,689"
Porecatu (PR),"0,738","0,728","0,834","0,661"
Pontal do Paraná (PR),"0,738","0,737","0,831","0,655"
Quatá (SP),"0,738","0,706","0,814","0,700"
Mirassolândia (SP),"0,738","0,704","0,829","0,690"
Nova Aliança (SP),"0,738","0,710","0,826","0,684"
Itaipulândia (PR),"0,738","0,779","0,848","0,608"
Gaurama (RS),"0,738","0,733","0,852","0,643"
Onda Verde (SP),"0,738","0,693","0,863","0,671"
Humaitá (RS),"0,738","0,732","0,837","0,657"
Corbélia (PR),"0,738","0,728","0,807","0,683"
Mesquita (RJ),"0,737","0,704","0,839","0,678"
Tangará (SC),"0,737","0,748","0,867","0,617"
Manaus (AM),"0,737","0,738","0,826","0,658"
Luiz Alves (SC),"0,737","0,766","0,870","0,600"
Braúna (SP),"0,737","0,725","0,830","0,664"
Pindorama (SP),"0,737","0,726","0,842","0,654"
Cubatão (SP),"0,737","0,716","0,821","0,681"
Vargem Grande do Sul (SP),"0,737","0,721","0,863","0,643"
Presidente Nereu (SC),"0,737","0,765","0,861","0,609"
Parapuã (SP),"0,737","0,693","0,830","0,696"
Palmitos (SC),"0,737","0,757","0,836","0,632"
Santa Gertrudes (SP),"0,737","0,723","0,847","0,654"
Uruaçu (GO),"0,737","0,740","0,860","0,628"
Roseira (SP),"0,737","0,691","0,823","0,704"
Guaraci (SP),"0,737","0,698","0,840","0,682"
Cumari (GO),"0,737","0,744","0,819","0,657"
Ibirama (SC),"0,737","0,749","0,848","0,630"
Guarani das Missões (RS),"0,737","0,698","0,863","0,665"
Santa Lúcia (SP),"0,737","0,696","0,818","0,703"
Anápolis (GO),"0,737","0,737","0,822","0,660"
Ribeirão Vermelho (MG),"0,737","0,699","0,850","0,675"
Piumhi (MG),"0,737","0,729","0,878","0,625"
Itatiaia (RJ),"0,737","0,735","0,836","0,652"
Vale Real (RS),"0,737","0,739","0,850","0,636"
Vera Cruz (RS),"0,737","0,738","0,842","0,643"
Palmeira das Missões (RS),"0,737","0,722","0,831","0,667"
Grão Pará (SC),"0,736","0,749","0,846","0,630"
São Borja (RS),"0,736","0,720","0,860","0,643"
Turmalina (SP),"0,736","0,724","0,817","0,675"
Pereiras (SP),"0,736","0,717","0,873","0,637"
Navegantes (SC),"0,736","0,731","0,873","0,624"
Atalaia (PR),"0,736","0,707","0,854","0,660"
Maracaju (MS),"0,736","0,744","0,873","0,613"
Pariquera-Açu (SP),"0,736","0,682","0,862","0,678"
Floresta (PR),"0,736","0,707","0,816","0,691"
Gravataí (RS),"0,736","0,727","0,862","0,636"
Camargo (RS),"0,736","0,762","0,854","0,612"
Nova Itaberaba (SC),"0,736","0,753","0,876","0,605"
São Gotardo (MG),"0,736","0,739","0,855","0,632"
Iepê (SP),"0,736","0,700","0,814","0,700"
Porto Velho (RO),"0,736","0,764","0,819","0,638"
Unaí (MG),"0,736","0,723","0,847","0,651"
Mendes (RJ),"0,736","0,707","0,806","0,700"
Ipira (SC),"0,736","0,724","0,838","0,657"
Sanclerlândia (GO),"0,736","0,725","0,832","0,662"
Charqueada (SP),"0,736","0,720","0,820","0,675"
Conchas (SP),"0,736","0,725","0,837","0,658"
Valentim Gentil (SP),"0,735","0,708","0,810","0,692"
Cabo Frio (RJ),"0,735","0,743","0,836","0,640"
Buritizal (SP),"0,735","0,743","0,830","0,643"
Itapevi (SP),"0,735","0,687","0,855","0,677"
Bom Jesus da Penha (MG),"0,735","0,696","0,862","0,662"
São Mateus (ES),"0,735","0,719","0,843","0,655"
Marialva (PR),"0,735","0,733","0,814","0,666"
Porto Rico (PR),"0,735","0,691","0,846","0,680"
Lauro Muller (SC),"0,735","0,714","0,822","0,677"
Caçador (SC),"0,735","0,728","0,878","0,620"
Presidente Alves (SP),"0,735","0,711","0,811","0,689"
Santa Branca (SP),"0,735","0,706","0,828","0,678"
Xangri-Lá (RS),"0,735","0,740","0,852","0,630"
Aspásia (SP),"0,735","0,699","0,864","0,657"
Nova Independência (SP),"0,735","0,675","0,827","0,711"
Santa Rita do Trivelato (MT),"0,735","0,738","0,852","0,632"
Jardinópolis (SP),"0,735","0,728","0,853","0,640"
Jaciara (MT),"0,735","0,728","0,833","0,655"
Embu (SP),"0,735","0,700","0,839","0,676"
